自增ID,租户ID,资产ID,智能耳标编号,记录日期,记录人,资产月龄,资产体重,创建人,创建人名称,创建人部门id,创建时间,修改人,修改人名称,修改时间,状态（0预留）
3859,4,3638,2210000344,2024-07-21,付勇斌,12.0,410.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3860,4,3641,2210000345,2024-07-21,付勇斌,12.0,350.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3861,4,3635,2210000346,2024-07-21,付勇斌,12.0,475.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3862,4,3637,2210000347,2024-07-21,付勇斌,12.0,385.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3863,4,3630,2210000348,2024-07-21,付勇斌,12.0,365.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3864,4,3632,2210000349,2024-07-21,付勇斌,12.0,530.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3865,4,3628,2210000350,2024-07-21,付勇斌,12.0,455.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3866,4,3624,2210000351,2024-07-21,付勇斌,12.0,430.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3867,4,3627,2210000352,2024-07-21,付勇斌,12.0,605.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3868,4,3664,2210000353,2024-07-21,付勇斌,12.0,520.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3869,4,3666,2210000354,2024-07-21,付勇斌,12.0,470.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3870,4,3660,2210000355,2024-07-21,付勇斌,12.0,560.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3871,4,4008,2210000356,2024-07-21,付勇斌,12.0,452.0,17,付勇斌,6,2024-07-21 11:44:04,,,,0
3872,4,3657,2210000357,2024-07-21,付勇斌,12.0,505.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3873,4,3658,2210000358,2024-07-21,付勇斌,12.0,300.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3874,4,3653,2210000359,2024-07-21,付勇斌,12.0,425.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3875,4,3650,2210000360,2024-07-21,付勇斌,12.0,475.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3876,4,3651,2210000361,2024-07-21,付勇斌,12.0,410.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3877,4,3646,2210000362,2024-07-21,付勇斌,12.0,465.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3878,4,3649,2210000363,2024-07-21,付勇斌,12.0,470.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3879,4,3686,2210000364,2024-07-15,付勇斌,14.0,520.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3880,4,3688,2210000365,2024-07-15,付勇斌,14.0,615.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3881,4,3680,2210000366,2024-07-15,付勇斌,14.0,465.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3882,4,3682,2210000367,2024-07-15,付勇斌,14.0,495.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3883,4,3676,2210000368,2024-07-15,付勇斌,14.0,450.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3884,4,3678,2210000369,2024-07-15,付勇斌,14.0,580.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3885,4,4017,2210000370,2024-07-15,付勇斌,14.0,562.0,17,付勇斌,6,2024-07-15 11:44:02,,,,0
3886,4,3673,2210000372,2024-07-15,付勇斌,14.0,565.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3887,4,3668,2210000373,2024-07-15,付勇斌,14.0,500.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3888,4,3669,2210000374,2024-07-15,付勇斌,14.0,560.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3889,4,3705,2210000375,2024-07-21,付勇斌,14.0,525.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3890,4,3707,2210000376,2024-07-21,付勇斌,14.0,590.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3891,4,3702,2210000377,2024-07-15,付勇斌,14.0,435.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3892,4,3697,2210000380,2024-07-15,付勇斌,14.0,475.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3893,4,3698,2210000381,2024-07-15,付勇斌,14.0,485.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3894,4,3694,2210000382,2024-07-15,付勇斌,14.0,500.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3895,4,3695,2210000383,2024-07-15,付勇斌,14.0,400.0,17,付勇斌,6,2024-07-15 11:44:02,,,,0
3896,4,3689,2210000384,2024-07-15,付勇斌,14.0,470.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3897,4,4009,2210000385,2024-07-15,付勇斌,14.0,612.0,17,付勇斌,6,2024-07-15 11:44:02,,,,0
3898,4,3735,2210000386,2024-07-21,付勇斌,14.0,425.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3899,4,3737,2210000387,2024-07-21,付勇斌,14.0,600.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3900,4,3729,2210000388,2024-07-21,付勇斌,14.0,623.0,17,付勇斌,6,2024-07-21 11:44:04,,,,0
3901,4,3732,2210000389,2024-07-21,付勇斌,14.0,445.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3902,4,3720,2210000390,2024-07-21,付勇斌,14.0,470.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3903,4,3717,2210000391,2024-07-21,付勇斌,14.0,600.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3904,4,3719,2210000392,2024-07-21,付勇斌,14.0,555.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3905,4,3713,2210000393,2024-07-21,付勇斌,14.0,600.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3906,4,3715,2210000394,2024-07-21,付勇斌,14.0,615.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3907,4,3708,2210000395,2024-07-21,付勇斌,14.0,625.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3908,4,3710,2210000396,2024-07-21,付勇斌,14.0,595.0,17,付勇斌,6,2024-07-21 11:44:04,,,2024-07-25 14:45:52,0
3909,4,3568,2210000397,2024-07-15,付勇斌,11.0,470.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3910,4,3563,2210000399,2024-07-15,付勇斌,11.0,495.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3911,4,3684,2210000400,2024-07-15,付勇斌,14.0,445.0,17,付勇斌,6,2024-07-15 11:44:02,,,2024-07-25 14:45:52,0
3912,4,3745,2210000401,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3913,4,3746,2210000402,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3914,4,3747,2210000403,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3915,4,3748,2210000404,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3916,4,3749,2210000405,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3917,4,3750,2210000406,2024-07-23,付勇斌,9.0,365.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3918,4,3751,2210000407,2024-07-23,付勇斌,9.0,360.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3919,4,3752,2210000408,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3920,4,3753,2210000409,2024-07-23,付勇斌,9.0,395.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3921,4,3754,2210000410,2024-07-23,付勇斌,9.0,400.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3922,4,3755,2210000411,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3923,4,3756,2210000412,2024-07-23,付勇斌,9.0,385.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3924,4,3757,2210000413,2024-07-23,付勇斌,9.0,360.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3925,4,3758,2210000414,2024-07-23,付勇斌,9.0,315.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3926,4,3759,2210000415,2024-07-23,付勇斌,9.0,365.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3927,4,3760,2210000416,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3928,4,3761,2210000417,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3929,4,3762,2210000418,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3930,4,3763,2210000419,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3931,4,3764,2210000420,2024-07-23,付勇斌,9.0,360.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3932,4,3765,2210000421,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3933,4,3766,2210000422,2024-07-23,付勇斌,9.0,355.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3934,4,3767,2210000423,2024-07-23,付勇斌,9.0,365.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3935,4,3768,2210000424,2024-07-23,付勇斌,9.0,370.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3936,4,3769,2210000425,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3937,4,3770,2210000426,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3938,4,3771,2210000427,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3939,4,3772,2210000428,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3940,4,3773,2210000429,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3941,4,3774,2210000430,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3942,4,3775,2210000431,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3943,4,3776,2210000432,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3944,4,3778,2210000434,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3945,4,3779,2210000435,2024-07-23,付勇斌,9.0,360.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3946,4,3780,2210000436,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3947,4,3781,2210000437,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3948,4,3782,2210000438,2024-07-23,付勇斌,9.0,375.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3949,4,3783,2210000439,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3950,4,3784,2210000440,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3951,4,3785,2210000441,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3952,4,3786,2210000442,2024-07-23,付勇斌,9.0,360.0,17,付勇斌,6,2024-07-23 16:03:57,,,,0
3953,4,3787,2210000443,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3954,4,3788,2210000444,2024-07-23,付勇斌,9.0,365.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3955,4,3789,2210000445,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3956,4,3790,2210000446,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3957,4,3791,2210000447,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3958,4,3792,2210000448,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3959,4,3793,2210000449,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3960,4,3794,2210000450,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3961,4,3795,2210000451,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3962,4,3796,2210000452,2024-07-23,付勇斌,9.0,340.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3963,4,3797,2210000453,2024-07-23,付勇斌,9.0,370.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3964,4,3798,2210000454,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3965,4,3799,2210000455,2024-07-23,付勇斌,9.0,365.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3966,4,3800,2210000456,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3967,4,3801,2210000457,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3968,4,3802,2210000458,2024-07-23,付勇斌,9.0,350.0,17,付勇斌,6,2024-07-23 16:03:57,,,,0
3969,4,3803,2210000459,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3970,4,3804,2210000460,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3971,4,3805,2210000461,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3972,4,3806,2210000462,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3973,4,3807,2210000463,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3974,4,3808,2210000464,2024-07-23,付勇斌,9.0,360.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3975,4,3809,2210000465,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3976,4,3810,2210000466,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3977,4,3811,2210000467,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3978,4,3812,2210000468,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:57,,,2024-07-25 14:45:52,0
3979,4,3813,2210000469,2024-07-23,付勇斌,9.0,370.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3980,4,3814,2210000470,2024-07-23,付勇斌,9.0,355.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3981,4,3815,2210000471,2024-07-23,付勇斌,9.0,360.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3982,4,3816,2210000472,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3983,4,3817,2210000473,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3984,4,3818,2210000474,2024-07-23,付勇斌,9.0,400.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3985,4,3819,2210000475,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3986,4,3820,2210000476,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3987,4,3821,2210000477,2024-07-23,付勇斌,9.0,300.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3988,4,3822,2210000478,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3989,4,3823,2210000479,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3990,4,3824,2210000480,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3991,4,3825,2210000481,2024-07-23,付勇斌,9.0,345.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3992,4,3826,2210000482,2024-07-23,付勇斌,9.0,360.0,17,付勇斌,6,2024-07-23 16:03:58,,,,0
3993,4,3827,2210000483,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3994,4,3828,2210000484,2024-07-23,付勇斌,9.0,355.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3995,4,3829,2210000485,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3996,4,3831,2210000487,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3997,4,3832,2210000488,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3998,4,3833,2210000489,2024-07-23,付勇斌,9.0,365.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
3999,4,3834,2210000490,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
4000,4,3835,2210000491,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
4001,4,3836,2210000492,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
4002,4,3837,2210000493,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
4003,4,3838,2210000494,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
4004,4,3839,2210000495,2024-07-23,付勇斌,9.0,295.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
4005,4,3840,2210000496,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
4006,4,3841,2210000497,2024-07-23,付勇斌,9.0,380.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
4007,4,3842,2210000498,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
4008,4,3843,2210000499,2024-07-23,付勇斌,9.0,330.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
4009,4,3844,2210000500,2024-07-23,付勇斌,9.0,360.0,17,付勇斌,6,2024-07-23 16:03:58,,,2024-07-25 14:45:52,0
4010,4,3616,e280689420004022a1515523,2024-07-21,付勇斌,12.0,527.0,17,付勇斌,6,2024-07-21 11:44:04,,,,0
4011,4,3555,e2806894200040243a32b855,2024-07-15,付勇斌,11.0,416.0,17,付勇斌,6,2024-07-15 11:44:02,,,,0
4012,4,3674,e2806894200040243a32b896,2024-07-15,付勇斌,14.0,634.0,17,付勇斌,6,2024-07-15 11:44:02,,,,0
4013,4,3738,e280689420005022a150e120,2024-07-21,付勇斌,14.0,650.0,17,付勇斌,6,2024-07-21 11:44:04,,,,0
4014,4,3608,e2806894200050243a30315d,2024-07-21,付勇斌,12.0,535.0,17,付勇斌,6,2024-07-21 11:44:04,,,,0
4015,4,3927,Q2210000201,2024-07-12,付勇斌,9.0,573.0,17,付勇斌,6,2024-07-12 10:10:49,,,,0
4016,4,3928,Q2210000203,2024-07-12,付勇斌,9.0,582.0,17,付勇斌,6,2024-07-12 10:10:49,,,,0
4017,4,3929,Q2210000204,2024-07-12,付勇斌,9.0,575.0,17,付勇斌,6,2024-07-12 10:10:49,,,,0
4018,4,3930,Q2210000205,2024-07-12,付勇斌,9.0,588.0,17,付勇斌,6,2024-07-12 10:10:49,,,,0
4019,4,3931,Q2210000206,2024-07-12,付勇斌,9.0,557.0,17,付勇斌,6,2024-07-12 10:10:49,,,,0
4020,4,3932,Q2210000207,2024-07-12,付勇斌,9.0,569.0,17,付勇斌,6,2024-07-12 10:10:49,,,,0
4021,4,3933,Q2210000208,2024-07-12,付勇斌,9.0,590.0,17,付勇斌,6,2024-07-12 10:10:49,,,,0
4022,4,3934,Q2210000209,2024-07-12,付勇斌,9.0,563.0,17,付勇斌,6,2024-07-12 10:10:49,,,,0
4023,4,3935,Q2210000210,2024-07-12,付勇斌,9.0,634.0,17,付勇斌,6,2024-07-12 10:10:49,,,,0
4024,4,3936,Q2210000211,2024-07-11,付勇斌,9.0,605.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4025,4,3937,Q2210000213,2024-07-11,付勇斌,9.0,597.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4026,4,3938,Q2210000214,2024-07-11,付勇斌,9.0,592.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4027,4,3939,Q2210000215,2024-07-11,付勇斌,9.0,592.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4028,4,3940,Q2210000216,2024-07-11,付勇斌,9.0,590.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4029,4,3941,Q2210000217,2024-07-11,付勇斌,9.0,593.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4030,4,3942,Q2210000219,2024-07-11,付勇斌,9.0,603.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4031,4,3943,Q2210000220,2024-07-11,付勇斌,9.0,582.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4032,4,3944,Q2210000221,2024-07-11,付勇斌,9.0,586.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4033,4,3945,Q2210000222,2024-07-11,付勇斌,9.0,585.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4034,4,3946,Q2210000223,2024-07-11,付勇斌,9.0,594.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4035,4,3947,Q2210000224,2024-07-11,付勇斌,9.0,603.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4036,4,3948,Q2210000225,2024-07-11,付勇斌,9.0,599.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4037,4,3949,Q2210000226,2024-07-11,付勇斌,9.0,597.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4038,4,3950,Q2210000227,2024-07-11,付勇斌,9.0,590.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4039,4,3951,Q2210000228,2024-07-11,付勇斌,9.0,595.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4040,4,3952,Q2210000229,2024-07-11,付勇斌,9.0,583.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4041,4,3953,Q2210000230,2024-07-11,付勇斌,9.0,595.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4042,4,3954,Q2210000231,2024-07-11,付勇斌,9.0,587.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4043,4,3955,Q2210000232,2024-07-11,付勇斌,9.0,595.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4044,4,3956,Q2210000234,2024-07-11,付勇斌,9.0,612.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4045,4,3957,Q2210000235,2024-07-11,付勇斌,9.0,591.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4046,4,3958,Q2210000236,2024-07-11,付勇斌,9.0,595.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4047,4,3959,Q2210000237,2024-07-11,付勇斌,9.0,592.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4048,4,3960,Q2210000238,2024-07-11,付勇斌,9.0,596.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4049,4,3961,Q2210000239,2024-07-11,付勇斌,9.0,578.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4050,4,3962,Q2210000240,2024-07-11,付勇斌,9.0,611.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4051,4,3963,Q2210000241,2024-07-11,付勇斌,9.0,587.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
4052,4,3964,Q2210000242,2024-07-11,付勇斌,9.0,590.0,17,付勇斌,6,2024-07-11 12:15:05,,,,0
