自增ID,租户ID,资产ID,智能耳标编号,记录日期,记录人,资产月龄,资产体重,创建人,创建人名称,创建人部门id,创建时间,修改人,修改人名称,修改时间,状态（0预留）
7928,4,3819,2210000475,2025-03-23,付勇斌,9.0,545.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7929,4,3820,2210000476,2025-03-23,付勇斌,9.0,615.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7930,4,3821,2210000477,2025-03-23,付勇斌,9.0,430.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7931,4,3822,2210000478,2025-03-23,付勇斌,9.0,600.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7932,4,3823,2210000479,2025-03-23,付勇斌,9.0,590.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7933,4,3824,2210000480,2025-03-23,付勇斌,9.0,490.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7934,4,3825,2210000481,2025-03-23,付勇斌,9.0,460.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7935,4,3826,2210000482,2025-03-23,付勇斌,9.0,595.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7936,4,3827,2210000483,2025-03-23,付勇斌,9.0,455.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7937,4,3828,2210000484,2025-03-23,付勇斌,9.0,610.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7938,4,3829,2210000485,2025-03-23,付勇斌,9.0,570.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7939,4,3831,2210000487,2025-03-23,付勇斌,9.0,525.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7940,4,3832,2210000488,2025-03-23,付勇斌,9.0,570.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7941,4,3833,2210000489,2025-03-23,付勇斌,9.0,575.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7942,4,3834,2210000490,2025-03-23,付勇斌,9.0,610.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7943,4,3835,2210000491,2025-03-23,付勇斌,9.0,470.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7944,4,3836,2210000492,2025-03-23,付勇斌,9.0,555.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7945,4,3837,2210000493,2025-03-23,付勇斌,9.0,570.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7946,4,3838,2210000494,2025-03-23,付勇斌,9.0,625.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7947,4,3839,2210000495,2025-03-23,付勇斌,9.0,480.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7948,4,3840,2210000496,2025-03-23,付勇斌,9.0,470.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7949,4,3841,2210000497,2025-03-23,付勇斌,9.0,575.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7950,4,3842,2210000498,2025-03-23,付勇斌,9.0,495.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7951,4,3843,2210000499,2025-03-23,付勇斌,9.0,470.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7952,4,3844,2210000500,2025-03-23,付勇斌,9.0,490.0,17,付勇斌,6,2025-03-23 16:03:58,,,2025-04-16 10:28:40,0
7953,4,4037,2210000501,2025-03-05,付勇斌,9.0,393.0,17,付勇斌,6,2025-03-05 17:17:26,,,,0
7954,4,4038,2210000502,2025-03-05,付勇斌,9.0,395.0,17,付勇斌,6,2025-03-05 17:17:26,,,,0
7955,4,4039,2210000503,2025-03-05,付勇斌,9.0,398.0,17,付勇斌,6,2025-03-05 17:17:26,,,,0
7956,4,4040,2210000504,2025-03-05,付勇斌,9.0,393.0,17,付勇斌,6,2025-03-05 17:17:26,,,,0
7957,4,4041,2210000505,2025-03-05,付勇斌,9.0,386.0,17,付勇斌,6,2025-03-05 17:17:26,,,,0
7958,4,4042,2210000506,2025-03-05,付勇斌,9.0,387.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7959,4,4043,2210000507,2025-03-05,付勇斌,9.0,400.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7960,4,4044,2210000508,2025-03-05,付勇斌,9.0,399.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7961,4,4045,2210000509,2025-03-05,付勇斌,9.0,389.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7962,4,4046,2210000510,2025-03-05,付勇斌,9.0,397.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7963,4,4047,2210000511,2025-03-05,付勇斌,9.0,400.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7964,4,4048,2210000512,2025-03-05,付勇斌,9.0,392.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7965,4,4049,2210000513,2025-03-05,付勇斌,9.0,393.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7966,4,4050,2210000514,2025-03-05,付勇斌,9.0,390.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7967,4,4051,2210000515,2025-03-05,付勇斌,9.0,395.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7968,4,4052,2210000516,2025-03-05,付勇斌,9.0,388.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7969,4,4053,2210000517,2025-03-05,付勇斌,9.0,394.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7970,4,4054,2210000518,2025-03-05,付勇斌,9.0,402.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7971,4,4055,2210000519,2025-03-05,付勇斌,9.0,392.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7972,4,4056,2210000520,2025-03-05,付勇斌,9.0,399.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7973,4,4057,2210000521,2025-03-05,付勇斌,9.0,393.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7974,4,4058,2210000522,2025-03-05,付勇斌,9.0,389.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7975,4,4059,2210000523,2025-03-05,付勇斌,9.0,391.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7976,4,4060,2210000524,2025-03-05,付勇斌,9.0,391.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7977,4,4061,2210000525,2025-03-05,付勇斌,9.0,391.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7978,4,4062,2210000526,2025-03-05,付勇斌,9.0,400.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7979,4,4063,2210000527,2025-03-05,付勇斌,9.0,396.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7980,4,4064,2210000528,2025-03-05,付勇斌,9.0,398.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7981,4,4065,2210000529,2025-03-05,付勇斌,9.0,398.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7982,4,4066,2210000530,2025-03-05,付勇斌,9.0,398.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7983,4,4067,2210000531,2025-03-05,付勇斌,9.0,395.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7984,4,4068,2210000532,2025-03-05,付勇斌,9.0,388.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7985,4,4069,2210000533,2025-03-05,付勇斌,9.0,394.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7986,4,4070,2210000534,2025-03-05,付勇斌,9.0,382.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7987,4,4071,2210000535,2025-03-05,付勇斌,9.0,401.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7988,4,4072,2210000536,2025-03-05,付勇斌,9.0,392.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7989,4,4073,2210000537,2025-03-05,付勇斌,9.0,397.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7990,4,4074,2210000538,2025-03-05,付勇斌,9.0,392.0,17,付勇斌,6,2025-03-05 17:17:27,,,,0
7991,4,3616,e280689420004022a1515523,2025-03-21,付勇斌,12.0,738.0,17,付勇斌,6,2025-03-21 11:44:04,,,,0
7992,4,3555,e2806894200040243a32b855,2025-03-15,付勇斌,11.0,635.0,17,付勇斌,6,2025-03-15 11:44:02,,,,0
7993,4,3674,e2806894200040243a32b896,2025-03-15,付勇斌,14.0,841.0,17,付勇斌,6,2025-03-15 11:44:02,,,,0
7994,4,3738,e280689420005022a150e120,2025-03-21,付勇斌,14.0,858.0,17,付勇斌,6,2025-03-21 11:44:04,,,,0
7995,4,3608,e2806894200050243a30315d,2025-03-21,付勇斌,12.0,751.0,17,付勇斌,6,2025-03-21 11:44:04,,,,0
7996,4,3927,Q2210000201,2025-03-12,付勇斌,9.0,786.0,17,付勇斌,6,2025-03-12 10:10:49,,,,0
7997,4,3928,Q2210000203,2025-03-12,付勇斌,9.0,800.0,17,付勇斌,6,2025-03-12 10:10:49,,,,0
7998,4,3929,Q2210000204,2025-03-12,付勇斌,9.0,793.0,17,付勇斌,6,2025-03-12 10:10:49,,,,0
7999,4,3930,Q2210000205,2025-03-12,付勇斌,9.0,797.0,17,付勇斌,6,2025-03-12 10:10:49,,,,0
8000,4,3931,Q2210000206,2025-03-12,付勇斌,9.0,772.0,17,付勇斌,6,2025-03-12 10:10:49,,,,0
8001,4,3932,Q2210000207,2025-03-12,付勇斌,9.0,769.0,17,付勇斌,6,2025-03-12 10:10:49,,,,0
8002,4,3933,Q2210000208,2025-03-12,付勇斌,9.0,815.0,17,付勇斌,6,2025-03-12 10:10:49,,,,0
8003,4,3934,Q2210000209,2025-03-12,付勇斌,9.0,781.0,17,付勇斌,6,2025-03-12 10:10:49,,,,0
8004,4,3935,Q2210000210,2025-03-12,付勇斌,9.0,854.0,17,付勇斌,6,2025-03-12 10:10:49,,,,0
8005,4,3936,Q2210000211,2025-03-11,付勇斌,9.0,814.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8006,4,3937,Q2210000213,2025-03-11,付勇斌,9.0,810.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8007,4,3938,Q2210000214,2025-03-11,付勇斌,9.0,794.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8008,4,3939,Q2210000215,2025-03-11,付勇斌,9.0,812.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8009,4,3940,Q2210000216,2025-03-11,付勇斌,9.0,790.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8010,4,3941,Q2210000217,2025-03-11,付勇斌,9.0,808.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8011,4,3942,Q2210000219,2025-03-11,付勇斌,9.0,820.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8012,4,3943,Q2210000220,2025-03-11,付勇斌,9.0,802.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8013,4,3944,Q2210000221,2025-03-11,付勇斌,9.0,803.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8014,4,3945,Q2210000222,2025-03-11,付勇斌,9.0,796.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8015,4,3946,Q2210000223,2025-03-11,付勇斌,9.0,801.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8016,4,3947,Q2210000224,2025-03-11,付勇斌,9.0,817.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8017,4,3948,Q2210000225,2025-03-11,付勇斌,9.0,819.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8018,4,3949,Q2210000226,2025-03-11,付勇斌,9.0,798.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8019,4,3950,Q2210000227,2025-03-11,付勇斌,9.0,807.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8020,4,3951,Q2210000228,2025-03-11,付勇斌,9.0,806.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8021,4,3952,Q2210000229,2025-03-11,付勇斌,9.0,797.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8022,4,3953,Q2210000230,2025-03-11,付勇斌,9.0,809.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8023,4,3954,Q2210000231,2025-03-11,付勇斌,9.0,801.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8024,4,3955,Q2210000232,2025-03-11,付勇斌,9.0,805.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8025,4,3956,Q2210000234,2025-03-11,付勇斌,9.0,832.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8026,4,3957,Q2210000235,2025-03-11,付勇斌,9.0,802.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8027,4,3958,Q2210000236,2025-03-11,付勇斌,9.0,805.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8028,4,3959,Q2210000237,2025-03-11,付勇斌,9.0,794.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8029,4,3960,Q2210000238,2025-03-11,付勇斌,9.0,809.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8030,4,3961,Q2210000239,2025-03-11,付勇斌,9.0,782.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8031,4,3962,Q2210000240,2025-03-11,付勇斌,9.0,811.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8032,4,3963,Q2210000241,2025-03-11,付勇斌,9.0,792.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8033,4,3964,Q2210000242,2025-03-11,付勇斌,9.0,802.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8034,4,3965,Q2210000243,2025-03-11,付勇斌,9.0,783.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8035,4,3966,Q2210000244,2025-03-11,付勇斌,9.0,805.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8036,4,3967,Q2210000245,2025-03-11,付勇斌,9.0,808.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8037,4,3968,Q2210000246,2025-03-11,付勇斌,9.0,804.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8038,4,3969,Q2210000247,2025-03-11,付勇斌,9.0,805.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8039,4,3970,Q2210000248,2025-03-11,付勇斌,9.0,783.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8040,4,3971,Q2210000249,2025-03-11,付勇斌,9.0,795.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8041,4,3972,Q2210000250,2025-03-11,付勇斌,9.0,792.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8042,4,3973,Q2210000251,2025-03-11,付勇斌,9.0,795.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8043,4,3974,Q2210000252,2025-03-11,付勇斌,9.0,810.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8044,4,3975,Q2210000253,2025-03-11,付勇斌,9.0,793.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8045,4,3976,Q2210000254,2025-03-11,付勇斌,9.0,803.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8046,4,3977,Q2210000256,2025-03-11,付勇斌,9.0,816.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8047,4,3978,Q2210000257,2025-03-11,付勇斌,9.0,794.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8048,4,3979,Q2210000258,2025-03-11,付勇斌,9.0,797.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8049,4,3980,Q2210000259,2025-03-11,付勇斌,9.0,820.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8050,4,3981,Q2210000260,2025-03-11,付勇斌,9.0,797.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8051,4,3982,Q2210000261,2025-03-11,付勇斌,9.0,814.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8052,4,3983,Q2210000262,2025-03-11,付勇斌,9.0,782.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8053,4,3984,Q2210000263,2025-03-11,付勇斌,9.0,803.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8054,4,3985,Q2210000264,2025-03-11,付勇斌,9.0,809.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8055,4,3986,Q2210000265,2025-03-11,付勇斌,9.0,795.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8056,4,3987,Q2210000266,2025-03-11,付勇斌,9.0,824.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8057,4,3988,Q2210000267,2025-03-11,付勇斌,9.0,799.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8058,4,3989,Q2210000268,2025-03-11,付勇斌,9.0,801.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8059,4,3990,Q2210000269,2025-03-11,付勇斌,9.0,797.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8060,4,3991,Q2210000270,2025-03-11,付勇斌,9.0,826.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8061,4,3992,Q2210000271,2025-03-11,付勇斌,9.0,804.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8062,4,3993,Q2210000272,2025-03-11,付勇斌,9.0,784.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8063,4,3994,Q2210000273,2025-03-11,付勇斌,9.0,812.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8064,4,3995,Q2210000274,2025-03-11,付勇斌,9.0,802.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8065,4,3996,Q2210000275,2025-03-11,付勇斌,9.0,800.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8066,4,3997,Q2210000276,2025-03-11,付勇斌,9.0,813.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8067,4,3998,Q2210000277,2025-03-11,付勇斌,9.0,800.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8068,4,3999,Q2210000278,2025-03-11,付勇斌,9.0,805.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8069,4,4000,Q2210000279,2025-03-11,付勇斌,9.0,810.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8070,4,4001,Q2210000280,2025-03-11,付勇斌,9.0,791.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8071,4,4002,Q2210000281,2025-03-11,付勇斌,9.0,796.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8072,4,4003,Q2210000282,2025-03-11,付勇斌,9.0,787.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8073,4,4004,Q2210000283,2025-03-11,付勇斌,9.0,776.0,17,付勇斌,6,2025-03-11 12:15:05,,,,0
8084,4,4037,2210000501,2025-04-05,付勇斌,9.0,422.0,17,付勇斌,6,2025-04-05 17:17:26,,,,0
8085,4,4038,2210000502,2025-04-05,付勇斌,9.0,421.0,17,付勇斌,6,2025-04-05 17:17:26,,,,0
8086,4,4039,2210000503,2025-04-05,付勇斌,9.0,428.0,17,付勇斌,6,2025-04-05 17:17:26,,,,0
8087,4,4040,2210000504,2025-04-05,付勇斌,9.0,418.0,17,付勇斌,6,2025-04-05 17:17:26,,,,0
8088,4,4041,2210000505,2025-04-05,付勇斌,9.0,412.0,17,付勇斌,6,2025-04-05 17:17:26,,,,0
8089,4,4042,2210000506,2025-04-05,付勇斌,9.0,414.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8090,4,4043,2210000507,2025-04-05,付勇斌,9.0,436.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8091,4,4044,2210000508,2025-04-05,付勇斌,9.0,424.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8092,4,4045,2210000509,2025-04-05,付勇斌,9.0,415.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8093,4,4046,2210000510,2025-04-05,付勇斌,9.0,424.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8094,4,4047,2210000511,2025-04-05,付勇斌,9.0,436.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8095,4,4048,2210000512,2025-04-05,付勇斌,9.0,421.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8096,4,4049,2210000513,2025-04-05,付勇斌,9.0,422.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8097,4,4050,2210000514,2025-04-05,付勇斌,9.0,420.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8098,4,4051,2210000515,2025-04-05,付勇斌,9.0,424.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8099,4,4052,2210000516,2025-04-05,付勇斌,9.0,415.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8100,4,4053,2210000517,2025-04-05,付勇斌,9.0,423.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8101,4,4054,2210000518,2025-04-05,付勇斌,9.0,435.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8102,4,4055,2210000519,2025-04-05,付勇斌,9.0,417.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8103,4,4056,2210000520,2025-04-05,付勇斌,9.0,427.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8104,4,4057,2210000521,2025-04-05,付勇斌,9.0,421.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8105,4,4058,2210000522,2025-04-05,付勇斌,9.0,414.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8106,4,4059,2210000523,2025-04-05,付勇斌,9.0,416.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8107,4,4060,2210000524,2025-04-05,付勇斌,9.0,416.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8108,4,4061,2210000525,2025-04-05,付勇斌,9.0,417.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8109,4,4062,2210000526,2025-04-05,付勇斌,9.0,438.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8110,4,4063,2210000527,2025-04-05,付勇斌,9.0,422.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8111,4,4064,2210000528,2025-04-05,付勇斌,9.0,423.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8112,4,4065,2210000529,2025-04-05,付勇斌,9.0,424.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8113,4,4066,2210000530,2025-04-05,付勇斌,9.0,428.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8114,4,4067,2210000531,2025-04-05,付勇斌,9.0,425.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8115,4,4068,2210000532,2025-04-05,付勇斌,9.0,418.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8116,4,4069,2210000533,2025-04-05,付勇斌,9.0,424.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8117,4,4070,2210000534,2025-04-05,付勇斌,9.0,407.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8118,4,4071,2210000535,2025-04-05,付勇斌,9.0,432.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8119,4,4072,2210000536,2025-04-05,付勇斌,9.0,419.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8120,4,4073,2210000537,2025-04-05,付勇斌,9.0,422.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8121,4,4074,2210000538,2025-04-05,付勇斌,9.0,422.0,17,付勇斌,6,2025-04-05 17:17:27,,,,0
8147,4,3785,2210000441,2025-04-22,付,,590.0,15,付勇斌,6,2025-04-29 10:01:31,,,,0
8148,4,3777,2210000200,2025-04-23,付勇斌,9.0,510.0,17,付勇斌,6,2025-04-23 16:03:57,,,2025-04-29 17:03:38,0
8149,4,4005,2210000202,2025-04-15,付勇斌,11.0,649.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8150,4,4007,2210000205,2025-04-15,付勇斌,11.0,690.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8151,4,3618,2210000213,2025-04-21,付勇斌,12.0,730.0,17,付勇斌,6,2025-04-21 11:44:04,,,,0
8152,4,3639,2210000223,2025-04-21,付勇斌,12.0,513.0,17,付勇斌,6,2025-04-21 11:44:04,,,,0
8153,4,3631,2210000227,2025-04-21,付勇斌,12.0,794.0,17,付勇斌,6,2025-04-21 11:44:04,,,,0
8154,4,4016,2210000233,2025-04-15,付勇斌,14.0,811.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8155,4,4015,2210000255,2025-04-15,付勇斌,14.0,780.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8156,4,4006,2210000264,2025-04-15,付勇斌,11.0,683.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8157,4,4014,2210000286,2025-04-15,付勇斌,14.0,810.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8158,4,4010,2210000295,2025-04-15,付勇斌,14.0,745.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8159,4,4011,2210000299,2025-04-15,付勇斌,14.0,852.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8160,4,4013,2210000302,2025-04-15,付勇斌,14.0,805.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8161,4,3728,2210000303,2025-04-21,付勇斌,14.0,540.0,17,付勇斌,6,2025-04-21 11:44:04,,,2025-04-29 17:03:38,0
8162,4,3565,2210000311,2025-04-15,付勇斌,11.0,672.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8163,4,3562,2210000314,2025-04-15,付勇斌,11.0,648.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8164,4,3558,2210000318,2025-04-15,付勇斌,11.0,600.0,17,付勇斌,6,2025-04-15 11:44:02,,,2025-04-29 17:03:38,0
8165,4,3598,2210000320,2025-04-21,付勇斌,12.0,733.0,17,付勇斌,6,2025-04-21 11:44:04,,,,0
8166,4,3595,2210000322,2025-04-15,付勇斌,11.0,530.0,17,付勇斌,6,2025-04-15 11:44:02,,,2025-04-29 17:03:38,0
8167,4,4012,2210000328,2025-04-15,付勇斌,14.0,850.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
8168,4,3614,2210000336,2025-04-21,付勇斌,12.0,520.0,17,付勇斌,6,2025-04-21 11:44:04,,,2025-04-29 17:03:38,0
8169,4,4008,2210000356,2025-04-21,付勇斌,12.0,704.0,17,付勇斌,6,2025-04-21 11:44:04,,,,0
8170,4,4009,2210000385,2025-04-15,付勇斌,14.0,846.0,17,付勇斌,6,2025-04-15 11:44:02,,,,0
